bhamexes.csv:17_18,01/04/2017,578940,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Const Office Rent","Rent","Rent",,,,,,,1950.00,1950.00,0.00,0.00,Paid,
bhamexes.csv:17_18,01/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","MP Travel","Public Tr RAIL - RTN","April Payment Card","WEST COAST TRAINS","Between London & Constituency","London","Consittuency","Standard","0","0",116.15,116.15,0.00,0.00,Paid,
bhamexes.csv:17_18,01/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",17.10,17.10,0.00,0.00,Paid,
bhamexes.csv:17_18,04/04/2017,573639,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Return Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
bhamexes.csv:17_18,05/04/2017,573639,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Return Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
bhamexes.csv:17_18,06/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",7.65,7.65,0.00,0.00,Paid,
bhamexes.csv:17_18,06/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",1.80,1.80,0.00,0.00,Paid,
bhamexes.csv:17_18,06/04/2017,573639,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Return Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
bhamexes.csv:17_18,07/04/2017,573656,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Other Equip Purchase","Phone Chargers","Mobile Phone Chargers",,,,,,,16.98,16.98,0.00,0.00,Paid,
bhamexes.csv:17_18,07/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",12.15,12.15,0.00,0.00,Paid,
bhamexes.csv:17_18,07/04/2017,573639,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - SG","Ed Travel","Single Travel","Volunteer Travel","Home","Westminster","Standard","0","0",12.00,12.00,0.00,0.00,Paid,
bhamexes.csv:17_18,08/04/2017,578747,"Jack Dromey","Birmingham, Erdington BC","Accommodation","Electricity","Electricity April","Electricity",,,,,,,118.63,118.63,0.00,0.00,Paid,
bhamexes.csv:17_18,08/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",19.35,19.35,0.00,0.00,Paid,
bhamexes.csv:17_18,08/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","MP Travel","Public Tr RAIL - RTN","April Payment Card","WEST COAST TRAINS","Between London & Constituency","London","Constituency","Standard","0","0",116.15,116.15,0.00,0.00,Paid,
bhamexes.csv:17_18,10/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Const Office Tel. Usage/Rental","April Payment Card","BT BILL PAYMENT 2",,,,,,,263.63,263.63,0.00,0.00,Paid,
bhamexes.csv:17_18,12/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",25.20,25.20,0.00,0.00,Paid,
bhamexes.csv:17_18,12/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","MP Travel","Public Tr RAIL - RTN","April Payment Card","WEST COAST TRAINS","Between London & Constituency","London","Constituency","Standard","0","0",116.15,116.15,0.00,0.00,Paid,
bhamexes.csv:17_18,18/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
bhamexes.csv:17_18,19/04/2017,578931,"Jack Dromey","Birmingham, Erdington BC","Accommodation","Accommodation Rent","Rent","Rent",,,,,,,595.00,595.00,0.00,0.00,Paid,
bhamexes.csv:17_18,19/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
bhamexes.csv:17_18,20/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
bhamexes.csv:17_18,20/04/2017,578958,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Waste Disposal","Shredding","Shredding",,,,,,,48.00,48.00,0.00,0.00,Paid,
bhamexes.csv:17_18,21/04/2017,578955,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Other Equip Purchase","Keys Cut","Keys Cut",,,,,,,20.40,20.40,0.00,0.00,Paid,
bhamexes.csv:17_18,21/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
bhamexes.csv:17_18,22/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","MP Travel","Public Tr RAIL - RTN","April Payment Card","WEST COAST TRAINS","Between London & Constituency","London","Constituency","Standard","0","0",116.15,116.15,0.00,0.00,Paid,
bhamexes.csv:17_18,24/04/2017,578952,"Jack Dromey","Birmingham, Erdington BC","Office Costs","IT/Other Equipment Hire","Photocopier","Photocopier",,,,,,,674.78,674.78,0.00,0.00,Paid,
bhamexes.csv:17_18,24/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
bhamexes.csv:17_18,25/04/2017,580947,"Jack Dromey","Birmingham, Erdington BC","Accommodation","Telephone Usage/Rental","Telephone","Telephone April",,,,,,,42.45,42.45,0.00,0.00,Paid,
bhamexes.csv:17_18,25/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
bhamexes.csv:17_18,26/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
bhamexes.csv:17_18,02/05/2017,579509,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Venue Hire Surgery/Meeting","New Heights","New Heights",,,,,,,25.00,25.00,0.00,0.00,Paid,
dromeyexes.csv:17_18,01/04/2017,578940,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Const Office Rent","Rent","Rent",,,,,,,1950.00,1950.00,0.00,0.00,Paid,
dromeyexes.csv:17_18,01/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","MP Travel","Public Tr RAIL - RTN","April Payment Card","WEST COAST TRAINS","Between London & Constituency","London","Consittuency","Standard","0","0",116.15,116.15,0.00,0.00,Paid,
dromeyexes.csv:17_18,01/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",17.10,17.10,0.00,0.00,Paid,
dromeyexes.csv:17_18,04/04/2017,573639,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Return Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,05/04/2017,573639,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Return Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,06/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",7.65,7.65,0.00,0.00,Paid,
dromeyexes.csv:17_18,06/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",1.80,1.80,0.00,0.00,Paid,
dromeyexes.csv:17_18,06/04/2017,573639,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Return Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,07/04/2017,573656,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Other Equip Purchase","Phone Chargers","Mobile Phone Chargers",,,,,,,16.98,16.98,0.00,0.00,Paid,
dromeyexes.csv:17_18,07/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",12.15,12.15,0.00,0.00,Paid,
dromeyexes.csv:17_18,07/04/2017,573639,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - SG","Ed Travel","Single Travel","Volunteer Travel","Home","Westminster","Standard","0","0",12.00,12.00,0.00,0.00,Paid,
dromeyexes.csv:17_18,08/04/2017,578747,"Jack Dromey","Birmingham, Erdington BC","Accommodation","Electricity","Electricity April","Electricity",,,,,,,118.63,118.63,0.00,0.00,Paid,
dromeyexes.csv:17_18,08/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",19.35,19.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,08/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","MP Travel","Public Tr RAIL - RTN","April Payment Card","WEST COAST TRAINS","Between London & Constituency","London","Constituency","Standard","0","0",116.15,116.15,0.00,0.00,Paid,
dromeyexes.csv:17_18,10/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Const Office Tel. Usage/Rental","April Payment Card","BT BILL PAYMENT 2",,,,,,,263.63,263.63,0.00,0.00,Paid,
dromeyexes.csv:17_18,12/04/2017,578791,"Jack Dromey","Birmingham, Erdington BC","Staffing","Own Vehicle Car Volunteer","","","Volunteer Travel","","","","0","0",25.20,25.20,0.00,0.00,Paid,
dromeyexes.csv:17_18,12/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","MP Travel","Public Tr RAIL - RTN","April Payment Card","WEST COAST TRAINS","Between London & Constituency","London","Constituency","Standard","0","0",116.15,116.15,0.00,0.00,Paid,
dromeyexes.csv:17_18,18/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,19/04/2017,578931,"Jack Dromey","Birmingham, Erdington BC","Accommodation","Accommodation Rent","Rent","Rent",,,,,,,595.00,595.00,0.00,0.00,Paid,
dromeyexes.csv:17_18,19/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,20/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,20/04/2017,578958,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Waste Disposal","Shredding","Shredding",,,,,,,48.00,48.00,0.00,0.00,Paid,
dromeyexes.csv:17_18,21/04/2017,578955,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Other Equip Purchase","Keys Cut","Keys Cut",,,,,,,20.40,20.40,0.00,0.00,Paid,
dromeyexes.csv:17_18,21/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,22/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","MP Travel","Public Tr RAIL - RTN","April Payment Card","WEST COAST TRAINS","Between London & Constituency","London","Constituency","Standard","0","0",116.15,116.15,0.00,0.00,Paid,
dromeyexes.csv:17_18,24/04/2017,578952,"Jack Dromey","Birmingham, Erdington BC","Office Costs","IT/Other Equipment Hire","Photocopier","Photocopier",,,,,,,674.78,674.78,0.00,0.00,Paid,
dromeyexes.csv:17_18,24/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,25/04/2017,580947,"Jack Dromey","Birmingham, Erdington BC","Accommodation","Telephone Usage/Rental","Telephone","Telephone April",,,,,,,42.45,42.45,0.00,0.00,Paid,
dromeyexes.csv:17_18,25/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,26/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,02/05/2017,579509,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Venue Hire Surgery/Meeting","New Heights","New Heights",,,,,,,25.00,25.00,0.00,0.00,Paid,
